評等日期,公司代碼,券商,原評等,升/降,新評等,財測EPS(年度),舊目標價,新目標價,現價,備註
20181025,2049-上銀,美系券商,--,首次,賣出,,,180.0,245.0,--
20181024,2455-全新,美系券商,加碼,降級,中立,,125.0,66.0,86.0,--
20181022,6176-瑞儀,亞系券商,中立,重申,中立,,56.0,77.3,92.8,--
20181022,6176-瑞儀,歐系券商,買進,重申,買進,,90.0,96.0,92.8,--
20181018,2231-為升,亞系券商,超越市場表現,降級,中立,,376.0,167.0,145.0,--
20181018,2454-聯發科,亞系券商,超越市場表現,重申,超越市場表現,,400.0,350.0,368.0,--
20181015,6505-台塑化,亞系券商,買進,重申,買進,,,163.0,82.6,--
20181014,6505-台塑化,亞系券商,中立,重申,中立,,,121.0,82.6,--
20181013,6505-台塑化,亞系券商,低於市場表現,重申,低於市場表現,,,98.0,82.6,--
20181011,3711-,美系券商,加碼,降級,中立,,95.0,75.0,66.8,--
20181011,2303-聯電,美系券商,中立,降級,減碼,,17.5,12.0,15.05,--
20181011,2330-台積電,美系券商,中立,重申,中立,,290.0,285.0,306.5,--
20181011,2454-聯發科,美系券商,加碼,重申,加碼,,350.0,310.0,368.0,--
20181009,4966-F-譜瑞,亞系券商,--,首次,賣出,,,380.0,692.0,--
20181008,3532-台勝科,亞系券商,買進,重申,買進,,77.0,112.0,131.5,--
20181003,2049-上銀,美系券商,中立,重申,中立,,330.0,270.0,245.0,--
20181003,2327-國巨,美系券商,加碼,重申,加碼,,1550.0,770.0,339.5,--
20181002,2327-國巨,美系券商,--,首次,買進,,,759.0,339.5,--
20180927,5274-信驊,美系券商,中立,重申,中立,,777.0,707.0,1085.0,--
20180927,2308-台達電,美系券商,中立,升級,加碼,,115.0,160.0,134.5,--
20180926,1476-儒鴻,歐系券商,買進,降級,中立,,435.0,425.0,280.0,--
20180921,3008-大立光,美系券商,中立,降級,減碼,,4700.0,3300.0,3850.0,--
20180919,5871-F-中租,歐系券商,-,首次,超越市場表現,,,120.0,99.5,--
20180918,3008-大立光,亞系券商,買進,降級,超越市場表現,,5500.0,4900.0,3850.0,--
20180917,2912-統一超,歐系券商,中立,升級,超越市場表現,,235.0,335.0,287.0,--
20180917,5903-全家,歐系券商,中立,重申,中立,,180.0,210.0,220.0,--
20180917,8150-南茂,歐系券商,超越市場表現,重申,超越市場表現,,33.0,34.0,29.0,--
20180913,9910-豐泰,亞系券商,買進,重申,買進,,195.0,220.0,146.0,--
20180912,9910-豐泰,亞系券商,超越市場表現,重申,超越市場表現,,170.0,203.0,146.0,--
20180912,9910-豐泰,美系券商,加碼,重申,加碼,,195.0,215.0,146.0,--
20180910,6462-,美系券商,減碼,重申,減碼,,,109.0,161.0,--
20180910,6488-,亞系券商,買進,降級,賣出,,475.0,298.0,379.5,--
20180910,3532-台勝科,亞系券商,超越市場表現,降級,賣出,,111.0,77.0,131.5,--
20180910,5347-世界,亞系券商,買進,降級,超越市場表現,,92.0,77.0,68.2,--
20180906,3008-大立光,美系券商,持有,重申,持有,,,4700.0,3850.0,--
20180905,1301-台塑,亞系券商,買進,重申,買進,,,128.0,83.2,--
20180905,1476-儒鴻,亞系券商,超越市場表現,重申,超越市場表現,,401.0,400.0,280.0,--
20180904,1477-聚陽,亞系券商,買進,降級,中立,,113.0,112.0,116.5,--
20180831,6488-,亞系券商,超越市場表現,降級,中立,,450.0,400.0,379.5,--
20180831,2439-美律,亞系券商,買進,重申,買進,,190.0,200.0,132.0,--
20180831,6456-GIS-KY,亞系券商,超越市場表現,降級,低於市場表現,,216.0,129.0,87.4,--
20180829,2308-台達電,歐系券商,-,首次,超越市場表現,,,150.0,134.5,--
20180829,2301-光寶科,歐系券商,無,首次,中立,,,41.0,42.95,--
20180829,2385-群光,歐系券商,-,首次,超越市場表現,,,81.0,81.8,--
20180824,6274-台燿,亞系券商,買進,重申,買進,,140.0,141.0,129.0,--
20180823,2393-億光,美系券商,賣出,重申,賣出,,34.0,18.0,29.3,--
20180823,2317-鴻海,美系券商,中立,重申,中立,,,85.0,75.8,--
20180822,2317-鴻海,美系券商,加碼,降級,中立,,108.0,82.0,75.8,--
20180822,9910-豐泰,亞系券商,買進,重申,買進,,175.0,210.0,146.0,--
20180822,2049-上銀,美系券商,減碼,重申,減碼,,,250.0,245.0,--
20180821,2330-台積電,亞系券商,超越市場表現,重申,超越市場表現,,,280.0,306.5,--
20180821,2330-台積電,美系券商,買進,重申,買進,,,280.0,306.5,--
20180821,3034-聯詠,亞系券商,低於市場表現,升級,中立,,90.0,145.0,185.0,--
20180820,2376-技嘉,歐系券商,低於市場表現,重申,低於市場表現,,,46.0,53.2,--
20180815,2337-旺宏,美系券商,加碼,降級,減碼,,63.0,31.0,31.3,--
20180810,2049-上銀,亞系券商,中立,重申,中立,,433.0,310.0,245.0,--
20180810,2049-上銀,美系券商,減碼,重申,減碼,,,250.0,245.0,--
20180810,1216-統一,亞系券商,買進,重申,買進,,,76.0,67.8,--
20180810,2231-為升,亞系券商,買進,降級,中立,,425.0,317.0,145.0,--
20180810,2231-為升,美系券商,減碼,重申,減碼,,,275.0,145.0,--
20180809,5871-F-中租,美系券商,加碼,重申,加碼,,112.5,123.0,99.5,--
20180809,5871-F-中租,亞系券商,買進,重申,買進,,119.61,125.0,99.5,--
20180807,2912-統一超,亞系券商,持有,升級,買進,,284.0,358.0,287.0,--
20180806,3443-創意,美系券商,加碼,降級,中立,,309.0,320.0,243.5,--
20180806,2049-上銀,美系券商,中立,降級,減碼,,291.0,250.0,245.0,--
20180806,1590-F-亞德,美系券商,加碼,降級,中立,,523.0,350.0,497.0,--
20180803,5264-F-鎧勝,亞系券商,中立,重申,中立,,79.5,70.6,44.65,--
20180803,5264-F-鎧勝,美系券商,減碼,重申,減碼,,52.0,45.0,44.65,--
20180803,2379-瑞昱,美系券商,減碼,升級,加碼,,105.0,155.0,230.5,--
20180802,5264-F-鎧勝,亞系券商,中立,重申,中立,,77.0,65.0,44.65,--
20180802,8299-群聯,美系券商,減碼,升級,加碼,,299.0,309.0,270.5,--
20180801,9951-皇田,美系券商,中立,升級,加碼,,180.0,140.0,65.6,--
20180801,2360-致茂,美系券商,加碼,重申,加碼,,200.0,210.0,137.5,--
20180801,2360-致茂,亞系券商,買進,重申,買進,,190.0,218.0,137.5,--
20180731,3081-聯亞,亞系券商,買進,降級,賣出,,411.0,276.0,258.0,--
20180731,3443-創意,亞系券商,買進,重申,買進,,500.0,520.0,243.5,--
20180730,3081-聯亞,亞系券商,中立,重申,中立,,366.0,320.0,258.0,--
20180727,3673-TPK-KY,歐系券商,超越市場表現,降級,中立,,115.0,68.0,41.6,--
20180727,3673-TPK-KY,美系券商,中立,重申,中立,,75.0,62.0,41.6,--
20180727,3673-TPK-KY,亞系券商,中立,重申,中立,,70.0,60.0,41.6,--
20180726,2303-聯電,美系券商,中立,重申,中立,,15.5,17.5,15.05,--
20180726,2303-聯電,亞系券商,超越市場表現,重申,超越市場表現,,18.0,20.2,15.05,--
20180726,6488-,美系券商,無,首次,買進,,,755.0,379.5,--
20180726,6488-,歐系券商,無,首次,超越市場表現,,,620.0,379.5,--
20180725,2912-統一超,美系券商,持有,降級,賣出,,290.0,296.0,287.0,--
20180725,5371-中光電,歐系券商,中立,升級,超越市場表現,,40.0,52.0,31.5,--
20180725,2303-聯電,亞系券商,低於市場表現,重申,低於市場表現,,14.0,14.5,15.05,--
20180725,6488-,歐系券商,無,首次,超越市場表現,,,620.0,379.5,--
20180725,2360-致茂,美系券商,加碼,重申,加碼,,180.0,200.0,137.5,--
20180725,1216-統一,美系券商,無,首次,買進,,,96.0,67.8,--
20180724,2303-聯電,亞系券商,賣出,重申,賣出,,11.6,12.0,15.05,--
20180723,3673-TPK-KY,亞系券商,中立,降級,賣出,,68.0,48.0,41.6,--
20180723,3105-穩懋,美系券商,加碼,降級,中立,,300.0,225.0,274.0,--
20180723,3105-穩懋,亞系券商,買進,降級,中立,,300.0,194.0,274.0,--
20180722,3105-穩懋,亞系券商,減碼,重申,減碼,,200.0,160.0,274.0,--
20180721,3105-穩懋,亞系券商,賣出,重申,賣出,,147.0,100.0,274.0,--
20180719,2377-微星,歐系券商,超越市場表現,降級,中立,,98.0,80.0,93.0,--
20180719,2376-技嘉,歐系券商,低於市場表現,重申,低於市場表現,,54.0,46.0,53.2,--
20180719,2357-華碩,歐系券商,中立,重申,中立,,278.0,255.0,198.0,--
20180719,4966-F-譜瑞,美系券商,加碼,降級,中立,,615.0,555.0,692.0,--
20180718,2408-南亞科,美系券商,加碼,降級,中立,,113.0,94.0,61.1,--
20180718,2330-台積電,亞系券商,買進,重申,買進,,268.0,266.0,306.5,--
20180718,2330-台積電,美系券商,中立,重申,中立,,239.0,229.0,306.5,--
20180717,2330-台積電,亞系券商,中立,重申,中立,,228.0,225.0,306.5,--
20180717,2408-南亞科,美系券商,中立,重申,中立,,,93.0,61.1,--
20180713,3008-大立光,亞系券商,買進,重申,買進,,5330.0,6370.0,3850.0,--
20180713,3008-大立光,歐系券商,超越市場表現,重申,超越市場表現,,5200.0,5700.0,3850.0,--
20180713,3008-大立光,美系券商,加碼,重申,加碼,,5200.0,5500.0,3850.0,--
20180712,3008-大立光,亞系券商,買進,重申,買進,,5100.0,5600.0,3850.0,--
20180712,6176-瑞儀,美系券商,減碼,重申,減碼,,50.0,43.0,92.8,--
20180711,2412-中華電,亞系券商,中立,降級,賣出,,105.0,100.0,108.5,--
20180711,3045-台灣大,亞系券商,中立,降級,賣出,,100.0,90.0,106.0,--
20180711,4904-遠傳,亞系券商,中立,降級,賣出,,80.0,70.0,65.9,--
20180711,1590-F-亞德,亞系券商,買進,降級,中立,,605.0,364.0,497.0,--
20180711,2049-上銀,亞系券商,買進,降級,中立,,550.0,323.0,245.0,--
20180705,2327-國巨,亞系券商,買進,重申,買進,,1500.0,1550.0,339.5,--
20180629,2049-上銀,美系券商,買進,重申,買進,,580.0,479.0,245.0,--
20180622,2448-晶電,美系券商,減碼,重申,減碼,,,34.2,32.6,--
20180613,5264-F-鎧勝,亞系券商,買進,降級,中立,,118.0,79.5,44.65,--
20180612,3105-穩懋,美系券商,加碼,重申,加碼,,,360.0,274.0,--
20180607,6510-,美系券商,無,首次,加碼,,,1200.0,625.0,--
20180607,1476-儒鴻,亞系券商,買進,降級,低於市場表現,,460.0,399.0,280.0,--
20180606,3665-F-貿聯,美系券商,無,首次,超越市場表現,,,285.0,179.5,--
20180605,3665-F-貿聯,美系券商,無,首次,加碼,,,285.0,179.5,--
20180604,8436-大江,亞系券商,無,首次,買進,,,507.0,233.5,--
20180604,1707-葡萄王,亞系券商,無,首次,買進,,,298.0,193.0,--
20180531,6488-,亞系券商,超越市場表現,重申,超越市場表現,,560.0,720.0,379.5,--
20180531,6488-,美系券商,買進,重申,買進,,,755.0,379.5,--
20180530,3529-力旺,歐系券商,無,首次,超越市場表現,,,450.0,254.5,--
20180515,3711-,亞系券商,無,首次,買進,,,100.0,66.8,--
20180511,2049-上銀,亞系券商,中立,升級,超越市場表現,,285.0,505.0,245.0,--
20180511,2049-上銀,歐系券商,超越市場表現,重申,超越市場表現,,490.0,540.0,245.0,--
20180510,2049-上銀,亞系券商,超越市場表現,重申,超越市場表現,,437.0,524.0,245.0,--
20180510,5264-F-鎧勝,亞系券商,買進,降級,減碼,,77.0,54.0,44.65,--
20180510,2383-台光電,美系券商,中立,升級,加碼,,72.2,88.0,123.0,--
20180509,5264-F-鎧勝,亞系券商,賣出,重申,賣出,,72.15,66.7,44.65,--
20180509,5264-F-鎧勝,美系券商,減碼,重申,減碼,,,52.0,44.65,--
20180508,2498-宏達電,美系券商,中立,重申,中立,,82.0,70.0,30.05,--
20180507,2327-國巨,亞系券商,無,首次,買進,,,850.0,339.5,--
20180507,2481-強茂,亞系券商,無,首次,無,,,68.0,21.5,--
20180504,6456-GIS-KY,亞系券商,買進,降級,中立,,242.0,186.0,87.4,--
20180504,3673-TPK-KY,美系券商,中立,重申,中立,,85.0,75.0,41.6,--
20180504,3673-TPK-KY,亞系券商,中立,重申,中立,,99.0,70.0,41.6,--
20180503,3673-TPK-KY,亞系券商,買進,降級,中立,,113.0,64.0,41.6,--
20180503,6153-嘉聯益,亞系券商,無,首次,買進,,,67.0,27.15,--
20180503,6488-,美系券商,買進,重申,買進,,510.0,570.0,379.5,--
20180502,6274-台燿,亞系券商,買進,重申,買進,,,110.0,129.0,--
20180502,2383-台光電,亞系券商,中立,重申,中立,,,85.0,123.0,--
20180502,1303-南亞,亞系券商,買進,重申,買進,,,93.0,60.1,--
20180502,6213-聯茂,亞系券商,買進,重申,買進,,,84.5,143.0,--
20180426,2345-智邦,亞系券商,超越市場表現,重申,超越市場表現,,140.0,129.0,206.0,--
20180425,2379-瑞昱,美系券商,中立,降級,減碼,,113.0,105.0,230.5,--
20180425,2379-瑞昱,亞系券商,買進,重申,買進,,151.0,145.0,230.5,--
20180424,3105-穩懋,美系券商,加碼,重申,加碼,,400.0,360.0,274.0,--
20180424,3105-穩懋,亞系券商,超越市場表現,重申,超越市場表現,,370.0,350.0,274.0,--
20180423,3105-穩懋,亞系券商,賣出,重申,賣出,,152.0,147.0,274.0,--
20180419,2454-聯發科,美系券商,加碼,重申,加碼,,415.0,425.0,368.0,--
20180419,2454-聯發科,亞系券商,買進,重申,買進,,,440.0,368.0,--
20180418,2454-聯發科,亞系券商,買進,重申,買進,,,415.0,368.0,--
20180416,9938-百和,亞系券商,買進,重申,買進,,172.0,100.0,62.8,--
20180416,9938-百和,美系券商,減碼,重申,減碼,,67.0,60.0,62.8,--
20180412,2454-聯發科,美系券商,買進,重申,買進,,418.0,418.0,368.0,--
20180411,1476-儒鴻,亞系券商,買進,重申,買進,,375.0,425.0,280.0,--
20180411,1476-儒鴻,美系券商,買進,重申,買進,,450.0,460.0,280.0,--
20180410,3008-大立光,美系券商,中立,重申,中立,,3650.0,3200.0,3850.0,--
20180410,6462-,美系券商,減碼,重申,減碼,,,140.0,161.0,--
20180409,5274-信驊,亞系券商,加碼,重申,加碼,,777.0,1170.0,1085.0,--
20180402,2474-可成,美系券商,加碼,重申,加碼,,430.0,470.0,217.0,--
20180329,5483-中美晶,亞系券商,--,首次,超越市場表現,,,150.0,86.4,--
20180327,6488-,亞系券商,超越市場表現,重申,超越市場表現,,480.0,560.0,379.5,--
20180322,2408-南亞科,美系券商,買進,重申,買進,,,113.0,61.1,--
20180322,6488-,美系券商,買進,重申,買進,,,510.0,379.5,--
20180315,2448-晶電,美系券商,中立,降級,減碼,,49.6,40.0,32.6,--
20180312,5274-信驊,亞系券商,買進,重申,買進,,805.0,1005.0,1085.0,--
20180312,5274-信驊,美系券商,加碼,重申,加碼,,,1000.0,1085.0,--
20180312,3231-緯創,美系券商,加碼,重申,加碼,,,32.0,26.05,--
20180312,3105-穩懋,美系券商,加碼,重申,加碼,,360.0,400.0,274.0,--
20180311,3231-緯創,美系券商,減碼,升級,加碼,,21.0,35.0,26.05,--
20180307,2231-為升,亞系券商,中立,升級,超越市場表現,,304.0,412.0,145.0,--
20180306,2474-可成,美系券商,買進,重申,買進,,420.0,430.0,217.0,--
20180306,2474-可成,亞系券商,買進,重申,買進,,420.0,430.0,217.0,--
20180306,2474-可成,歐系券商,超越市場表現,重申,超越市場表現,,385.0,410.0,217.0,--
20180305,2474-可成,美系券商,中立,升級,加碼,,325.0,430.0,217.0,--
20180305,2474-可成,亞系券商,買進,重申,買進,,,550.0,217.0,--
20180223,2360-致茂,美系券商,加碼,重申,加碼,,,180.0,137.5,--
20180223,2360-致茂,亞系券商,中立,升級,買進,,134.0,180.0,137.5,--
20180223,2360-致茂,歐系券商,超越市場表現,重申,超越市場表現,,,196.0,137.5,--
20180222,6462-,美系券商,加碼,降級,中立,,380.0,150.0,161.0,--
20180222,2360-致茂,亞系券商,買進,重申,買進,,156.0,190.0,137.5,--
20180221,2330-台積電,歐系券商,中立,升級,超越市場表現,,259.0,275.0,306.5,--
20180221,2439-美律,美系券商,加碼,重申,加碼,,,330.0,132.0,--
20180220,2439-美律,美系券商,中立,重申,中立,,,180.0,132.0,--
20180212,2357-華碩,亞系券商,減碼,重申,減碼,,228.0,234.5,198.0,--
20180212,2357-華碩,美系券商,中立,重申,中立,,230.0,230.0,198.0,--
20180208,1565-精華,美系券商,加碼,降級,中立,,1100.0,1000.0,328.0,--
20180206,2439-美律,美系券商,中立,重申,中立,,210.0,180.0,132.0,--
20180201,2337-旺宏,美系券商,加碼,重申,加碼,,61.0,63.0,31.3,--
20180201,2337-旺宏,亞系券商,買進,重申,買進,,75.0,75.0,31.3,--
20180131,3189-景碩,美系券商,中立,降級,減碼,,61.0,45.0,47.25,--
20180131,3189-景碩,亞系券商,低於市場表現,重申,低於市場表現,,45.0,37.0,47.25,--
20180130,3189-景碩,亞系券商,中立,重申,中立,,64.0,55.0,47.25,--
20180125,2353-宏碁,亞系券商,中立,降級,減碼,,15.5,23.3,15.75,--
20180124,2421-建準,亞系券商,-,首次,買進,,,65.0,37.7,--
20180123,2330-台積電,美系券商,中立,升級,買進,,213.0,287.0,306.5,--
20180123,3023-信邦,美系券商,-,首次,買進,,,103.0,127.0,--
20180122,4915-致伸,美系券商,-,首次,買進,,,96.0,47.75,--
20180122,2356-英業達,美系券商,無,首次,買進,,,31.0,23.6,--
20180118,2454-聯發科,亞系券商,買進,重申,買進,,520.0,520.0,368.0,--
20180117,5347-世界,亞系券商,中立,升級,買進,,54.0,80.0,68.2,--
20180116,3034-聯詠,亞系券商,買進,重申,買進,,129.0,163.0,185.0,--
20180116,2379-瑞昱,亞系券商,超越市場表現,首次,無,,,145.0,230.5,--
20180115,2439-美律,亞系券商,買進,降級,中立,,249.0,205.0,132.0,--
20180115,4966-F-譜瑞,亞系券商,超越市場表現,重申,超越市場表現,,610.0,800.0,692.0,--
20180112,3008-大立光,歐系券商,買進,重申,買進,,5200.0,4200.0,3850.0,--
20180112,3008-大立光,美系券商,中立,重申,中立,,3916.0,3361.0,3850.0,--
20180112,3008-大立光,亞系券商,買進,重申,買進,,5500.0,5000.0,3850.0,--
20180111,6147-頎邦,亞系券商,買進,重申,買進,,52.0,80.0,56.0,--
20180111,3008-大立光,亞系券商,買進,重申,買進,,,4960.0,3850.0,--
20180110,3008-大立光,亞系券商,中立,升級,買進,,5930.0,4200.0,3850.0,--
20180110,3189-景碩,亞系券商,中立,重申,中立,,62.5,53.5,47.25,--
20180109,6488-,歐系券商,買進,重申,買進,,400.0,530.0,379.5,--
20180108,2379-瑞昱,歐系券商,超越市場表現,重申,超越市場表現,,128.0,130.0,230.5,--
20180105,3105-穩懋,美系券商,加碼,重申,加碼,,340.0,380.0,274.0,--
20180105,2474-可成,美系券商,中立,重申,中立,,370.0,325.0,217.0,--
20180105,2474-可成,亞系券商,賣出,重申,賣出,,305.0,295.0,217.0,--
20180104,2317-鴻海,亞系券商,中立,重申,中立,,108.0,95.0,75.8,--
20180104,1536-和大,歐系券商,中立,降級,賣出,,134.0,122.0,86.7,--
